Text,Difficulty,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
Réservez vos billets dans le bureau 127 de l’université du lundi au vendredi (10 h - 18 h).,A1,Reserve your tickets in the university&#39;s office 127 from Monday to Friday (10 a.m. - 6 p.m.).,79,0.18556701030927836,64,0.3402061855670103,0.6352510089200979,0.09375,0.17142857142857143
"Coucou mes amis, je réunis tous ceux que j’aime bien pour fêter l’arrivée de l’été le 21 juin",A1,"Hello my friends, I am bringing together all those I like to celebrate the arrival of summer on June 21",95,0.07766990291262132,74,0.2815533980582524,0.6510016988862972,0.02702702702702703,0.05263157894736842
j’espère vous avoir près de moi pour une jolie fête.,A1,I hope to have you near me for a nice party.,50,0.038461538461538436,35,0.32692307692307687,0.6558857808857809,0.0,0.0
Je propose que tout le monde apporte quelque chose à manger.,A1,I suggest that everyone bring something to eat.,57,0.050000000000000044,44,0.2666666666666667,0.6026447990543735,0.0,0.0
On va manger dans le jardin.,A1,We&#39;re going to eat in the garden.,36,0.027027027027026973,24,0.3513513513513513,0.6171886171886172,0.0,0.0
"Et après, on peut prendre un bain dans la piscine, l’eau est bonne !",A1,"And after, we can take a swim in the pool, the water is good!",67,0.014705882352941124,50,0.2647058823529411,0.6645277224946483,0.0,0.0
J’attends votre réponse.,A1,I am waiting for your answer.,28,0.03448275862068961,21,0.27586206896551724,0.5351090480400825,0.0,0.0
À bientôt.,A1,See you soon.,13,0.0,11,0.15384615384615385,0.3991452991452991,0.0,0.0
"Serge, Papa est en voyage jusqu’à demain.",A1,"Serge, Papa is traveling until tomorrow.",27,0.3414634146341463,23,0.4390243902439024,0.8265853658536585,0.18181818181818182,0.3076923076923077
"Je suis encore au bureau, je vais rentrer plus tard.",A1,"I&#39;m still at the office, I&#39;ll be home later.",48,0.07692307692307687,43,0.17307692307692313,0.543684710351377,0.0,0.0
Ne m’attends pas.,A1,Do not wait for me.,18,0.052631578947368474,15,0.21052631578947367,0.498157157599882,0.0,0.0
"J’ai préparé le repas, il est dans la cuisine.",A1,"I prepared the meal, it is in the kitchen.",44,0.04347826086956519,27,0.4130434782608695,0.6534651261158975,0.0,0.0
Pour le dessert il y a de la mousse au chocolat.,A1,For dessert there is chocolate mousse.,44,0.08333333333333337,30,0.375,0.7216739766081871,0.0625,0.11764705882352941
"Ne te couche pas trop tard, tu vas à l’école demain.",A1,"Don&#39;t go to bed too late, you&#39;re going to school tomorrow.",65,0.015151515151515138,50,0.24242424242424243,0.5903263403263402,0.0,0.0
Bises.,A1,Kisses.,5,0.2857142857142857,2,0.7142857142857143,0.7825396825396825,0.0,0.0
L’école organise un festival de musique le 21 juin prochain.,A1,The school is organizing a music festival on June 21.,57,0.050000000000000044,44,0.2666666666666667,0.7182040531097135,0.05263157894736842,0.1
Comment ?,A1,How? &#39;Or&#39; What ?,23,0.04166666666666663,20,0.16666666666666663,0.375,0.2,0.3333333333333333
C’est facile !,A1,It&#39;s easy !,15,0.0,13,0.1333333333333333,0.5603174603174603,0.2,0.3333333333333333
Laurence attend votre inscription.,A1,Laurence is waiting for your registration.,33,0.2142857142857143,20,0.5238095238095238,0.8355431061313414,0.1111111111111111,0.2
Son bureau est entre la bibliothèque et la salle de dessin.,A1,His office is between the library and the drawing room.,52,0.11864406779661019,47,0.2033898305084746,0.6618308245426889,0.0,0.0
L’inscription est gratuite et ouverte du 2 au 24 février.,A1,Registration is free and open from February 2 to 24.,49,0.14035087719298245,40,0.29824561403508776,0.705320994794679,0.05263157894736842,0.1
"À partir de la gare routière, prendre l’avenue des Belges, puis tourner à gauche au cinéma Le Renoir.",A1,"From the bus station, take Avenue des Belges, then turn left at Le Renoir cinema.",91,0.09900990099009899,61,0.39603960396039606,0.6858970031884338,0.1,0.18181818181818182
"Continuer tout droit : vous êtes sur le cours Mirabeau, l’avenue principale de la ville d’Aix-en-Provence avec ses 4 magnifiques fontaines.",A1,"Continue straight on: you are on Cours Mirabeau, the main avenue in the city of Aix-en-Provence with its 4 magnificent fountains.",119,0.14388489208633093,62,0.5539568345323741,0.8376053167463855,0.05,0.09523809523809523
Le cours Mirabeau est connu pour ses nombreux cafés.,A1,Cours Mirabeau is known for its many cafes.,48,0.07692307692307687,22,0.5769230769230769,0.6766291847687196,0.0625,0.11764705882352941
Vous pouvez vous arrêter pour prendre le petit déjeuner au café Les 2 garçons situé au numéro 53 du cours Mirabeau.,A1,"You can stop for breakfast at the Les 2 Garçons café located at number 53, Cours Mirabeau.",104,0.09565217391304348,67,0.4173913043478261,0.6777560168864517,0.11764705882352941,0.21052631578947367
"Salut, moi c’est Laura.",A1,"Hi, I&#39;m Laura.",23,0.0,14,0.3913043478260869,0.6358512662860489,0.16666666666666666,0.2857142857142857
Tu aimes mon nouveau pull bleu?,A1,Do you like my new blue sweater?,31,0.03125,24,0.25,0.6127440577249575,0.0,0.0
"Le bleu, c’est ma couleur préférée mais je n’aime pas le vert!",A1,Blue is my favorite color but I don&#39;t like green!,60,0.032258064516129004,48,0.22580645161290325,0.5987740196504652,0.0,0.0
"Bonjour, c’est mon dernier jour dans cette école.",A1,"Hello, this is my last day at this school.",44,0.10204081632653061,36,0.26530612244897955,0.5481859410430839,0.0,0.0
"Je t’invite à une fête chez moi, dimanche 24 juin à 14h30.",A1,"I&#39;m inviting you to a party at my place, Sunday June 24 at 2:30 p.m.",67,0.06944444444444442,53,0.26388888888888884,0.6136149761376622,0.038461538461538464,0.07407407407407407
"On va se déguiser, se maquiller, danser et chanter.",A1,"We&#39;re going to dress up, put on makeup, dance and sing.",53,0.10169491525423724,46,0.22033898305084743,0.6400588025712651,0.0,0.0
On va manger des glaces et des bonbons.,A1,We&#39;re going to eat ice cream and candy.,42,0.023255813953488413,35,0.18604651162790697,0.6208069966209502,0.0,0.0
"Toi, tu peux apporter un jus de fruits.",A1,You can bring some fruit juice.,33,0.15384615384615385,29,0.2564102564102564,0.6612843288860119,0.0,0.0
À dimanche!,A1,See you on Sunday!,18,0.0,15,0.16666666666666663,0.4452861952861953,0.0,0.0
"Tu peux assister à des cours de danse, de hockey, et de gym.",A1,"You can attend dance, hockey, and gym classes.",57,0.050000000000000044,41,0.31666666666666665,0.6290200138026224,0.05,0.09523809523809523
N’oublie pas de venir avec des chaussures de sport.,A1,Don&#39;t forget to bring sports shoes.,50,0.019607843137254943,39,0.23529411764705888,0.5353137910682668,0.0,0.0
Prends un pot de yaourt en verre.,A1,Take a glass jar of yogurt.,31,0.06060606060606055,25,0.24242424242424243,0.5883136924803591,0.0,0.0
"Lave bien le pot de yaourt, il doit être propre!",A1,"Wash the yogurt pot well, it must be clean!",43,0.10416666666666663,33,0.3125,0.6215973892898511,0.05555555555555555,0.10526315789473684
"Découpe les feuilles de papier: fais des ronds, des carrés.",A1,"Cut out the sheets of paper: make circles, squares.",56,0.05084745762711862,35,0.4067796610169492,0.6632751318693492,0.0,0.0
Colle les formes en papier sur le pot de yaourt.,A1,Glue the paper shapes onto the yogurt pot.,42,0.125,32,0.33333333333333337,0.6548579109062981,0.0,0.0
"Avec la peinture, faits des dessins sur le pot.",A1,"With the paint, draw pictures on the pot.",46,0.021276595744680882,30,0.36170212765957444,0.6546863752783032,0.0625,0.11764705882352941
Mets la bougie dans le pot.,A1,Put the candle in the jar.,23,0.14814814814814814,19,0.2962962962962963,0.6752136752136751,0.0,0.0
Salut!,A1,Hi!,6,0.0,5,0.16666666666666663,0.0,0.0,0.0
Bonjour !,A1,Hello !,8,0.11111111111111116,6,0.33333333333333337,0.5873015873015873,0.3333333333333333,0.5
Comment ça va ?,A1,How is it going ?,16,0.05882352941176472,12,0.2941176470588235,0.5287581699346405,0.125,0.2222222222222222
Vous êtes musicien ?,A1,You are musician ?,17,0.15000000000000002,6,0.7,0.7544973544973544,0.14285714285714285,0.25
"S’il pleut, allez visiter le musée Carnavalet sur l’Histoire de Paris et finissez la journée avec une pièce de théâtre à la Comédie-Française.",A2,"If it rains, visit the Carnavalet Museum on the History of Paris and end the day with a play at the Comédie-Française.",135,0.04929577464788737,79,0.4436619718309859,0.7006075716985242,0.07142857142857142,0.13333333333333333
"Tu vas bien? Moi, je suis en vacances chez oncle Guillaume et tante Noémie.",A2,You&#39;re okay? I am on vacation with Uncle Guillaume and Aunt Noémie.,72,0.040000000000000036,37,0.5066666666666666,0.6604824755661854,0.08333333333333333,0.15384615384615385
"C’est super, je fais plein de choses avec mes cousins: aujourd’hui, on est allés à la piscine et demain, on va faire du camping en forêt.",A2,"It&#39;s great, I do a lot of things with my cousins: today, we went to the swimming pool and tomorrow, we will go camping in the forest.",122,0.10948905109489049,91,0.33576642335766427,0.6644593272631499,0.0392156862745098,0.07547169811320754
"Jeudi, on va au restaurant pour l’anniversaire de ma sœur.",A2,"Thursday, we go to the restaurant for my sister&#39;s birthday.",55,0.12698412698412698,41,0.3492063492063492,0.6248586024448094,0.05263157894736842,0.1
"Je vais lui offrir un livre que j’aime beaucoup : «Kurt et le poisson», tu connais?",A2,"I&#39;m going to give him a book that I really like: “Kurt and the Fish”, you know?",75,0.09638554216867468,61,0.2650602409638554,0.6250929644503942,0.0,0.0
"Et toi, ça va ?",A2,Are you okay?,14,0.06666666666666665,11,0.2666666666666667,0.5726495726495727,0.0,0.0
"Quand je rentre, je demande à mes parents si je peux t’appeler pour avoir de tes nouvelles.",A2,"When I come home, I ask my parents if I can call you to hear from you.",86,0.05494505494505497,60,0.34065934065934067,0.6100994243851386,0.030303030303030304,0.058823529411764705
À bientôt!,A2,See you soon!,13,0.0,11,0.15384615384615385,0.3991452991452991,0.0,0.0
Tu es fatigué en hiver?,A2,Are you tired in winter?,18,0.25,15,0.375,0.6354382332643204,0.0,0.0
Voici quelques conseils pour t’aider.,A2,Here are some tips to help you.,36,0.027027027027026973,29,0.21621621621621623,0.585998562229462,0.0,0.0
"Mange des fruits comme les oranges, et aussi des légumes.",A2,"Eat fruits like oranges, and also vegetables.",53,0.07017543859649122,30,0.4736842105263158,0.6716374269005848,0.13333333333333333,0.23529411764705882
"Le soir, ne regarde pas la télévision et ne joue pas sur l’ordinateur avant de te coucher.",A2,"At night, don&#39;t watch TV or play on the computer before going to bed.",81,0.09999999999999998,67,0.25555555555555554,0.5888992431066794,0.0,0.0
Lis un livre pour être plus calme.,A2,Read a book to be calmer.,32,0.05882352941176472,22,0.3529411764705882,0.5576960784313726,0.0,0.0
"Pour ne pas être malade, lave-toi souvent les mains et ne bois pas dans le verre d’un autre enfant.",A2,"To avoid getting sick, wash your hands often and don&#39;t drink from another child&#39;s glass.",97,0.02020202020202022,81,0.18181818181818177,0.6160563973063973,0.0,0.0
"Pour avoir plus d’informations, tu peux venir voir le médecin de l’école tous les jours au bureau 4B, au 4e étage.",A2,"For more information, you can come and see the school doctor every day in office 4B, on the 4th floor.",104,0.08771929824561409,75,0.3421052631578947,0.6795533328041068,0.025,0.04878048780487805
"Quand tu sors de l’ascenseur, tourne à droite et encore à droite.",A2,"When you get out of the elevator, turn right and right again.",57,0.12307692307692308,46,0.29230769230769227,0.6554721235049105,0.0,0.0
Le bureau est en face de la machine à café.,A2,The office is in front of the coffee machine.,39,0.1333333333333333,32,0.28888888888888886,0.6465175680893404,0.0,0.0
"Chaque année au mois de mars, pour fêter l’arrivée du printemps, toutes les classes de l’école préparent des activités.",A2,"Every year in March, to celebrate the arrival of spring, all the school classes prepare activities.",113,0.050420168067226934,75,0.3697478991596639,0.6966932324834522,0.029411764705882353,0.05714285714285714
C’est une fête très joyeuse où tout le monde met des vêtements pleins de couleurs.,A2,It&#39;s a very happy holiday where everyone puts on colorful clothes.,76,0.07317073170731703,64,0.2195121951219512,0.5811090403262836,0.0,0.0
"Cette année, nous avons demandé à nos parents de faire des gâteaux et nous les avons vendus.",A2,"This year, we asked our parents to bake cakes and we sold them.",86,0.06521739130434778,61,0.3369565217391305,0.639043018173453,0.034482758620689655,0.06666666666666667
Nous avons gagné 206€.,A2,We won 206 €.,21,0.045454545454545414,14,0.36363636363636365,0.6412587412587413,0.0,0.0
"Avec l’argent, notre professeur va acheter de la peinture et des crayons pour le cours de dessin.",A2,"With the money, our teacher will buy paint and pencils for the drawing class.",89,0.08247422680412375,67,0.30927835051546393,0.6849893138552933,0.0,0.0
La classe de Mme Gaudé a fait une pièce de théâtre en anglais et la classe de M. Prêche a présenté un spectacle de danse.,A2,Ms. Gaudé&#39;s class did a play in English and Mr. Prêche&#39;s class put on a dance performance.,114,0.05785123966942152,86,0.2892561983471075,0.6716611851352111,0.05,0.09523809523809523
Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,A2,There were a lot of spectators and everyone enjoyed the Feast.,67,0.05633802816901412,47,0.3380281690140845,0.6552531218592099,0.038461538461538464,0.07407407407407407
"Pour moi, tout va bien.",A2,"For me, everything is fine.",24,0.11111111111111116,18,0.33333333333333337,0.6247987117552335,0.0,0.0
Je t’écris pour te dire que je vais partir cet été en Corse avec ma famille.,A2,I am writing to tell you that I will be leaving for Corsica this summer with my family.,81,0.06896551724137934,61,0.29885057471264365,0.6350966816786539,0.0,0.0
"La Corse est une petite île au sud de la France, dans la mer Méditerranée.",A2,"Corsica is a small island in the south of France, in the Mediterranean Sea.",70,0.06666666666666665,48,0.36,0.7029470850160505,0.03571428571428571,0.06896551724137931
"Mes parents disent que l’île est très jolie : il y a de très belles plages, on va pouvoir nager.",A2,"My parents say that the island is very pretty: there are very beautiful beaches, we will be able to swim.",102,0.02857142857142858,71,0.32380952380952377,0.7320535714285714,0.02564102564102564,0.05
Il paraît qu’on mange bien : l’une des spécialités de l’île est le fromage de chèvre.,A2,They say we eat well: one of the island&#39;s specialties is goat cheese.,80,0.05882352941176472,62,0.2705882352941177,0.6728884330818256,0.0,0.0
J’adore ça.,A2,I love that.,11,0.08333333333333337,8,0.33333333333333337,0.6237373737373737,0.0,0.0
"Nous partons le 2 juillet en bateau, après les examens de mon frère et nous rentrons en France le 30 juillet.",A2,"We leave on July 2 by boat, after my brother&#39;s exams, and we return to France on July 30.",98,0.1009174311926605,76,0.3027522935779816,0.7026194469106573,0.05263157894736842,0.1
"Et toi, qu’est-ce que tu vas faire ?",A2,"And you, what are you going to do?",33,0.08333333333333337,28,0.2222222222222222,0.590270611168444,0.0,0.0
Faire fondre le beurre et le sucre pour former du caramel.,A2,Melt the butter and sugar to form caramel.,55,0.051724137931034475,33,0.43103448275862066,0.671125921633021,0.05555555555555555,0.10526315789473684
Verser dans un moule.,A2,Pour into a mold.,20,0.04761904761904767,13,0.38095238095238093,0.632713691537221,0.0,0.0
Couper les pommes en petits morceaux et les mettre sur le caramel,A2,Cut the apples into small pieces and put them on the caramel,61,0.06153846153846154,40,0.3846153846153846,0.7425824175824176,0.043478260869565216,0.08333333333333333
Attention : le caramel doit être déjà froid.,A2,Please note: the caramel must be already cold.,43,0.06521739130434778,27,0.4130434782608695,0.6252441960837762,0.06666666666666667,0.125
Ajouter un peu de cannelle.,A2,Add a little cinnamon.,25,0.07407407407407407,18,0.33333333333333337,0.5521885521885522,0.0,0.0
Étaler la pâte au rouleau à pâtisserie et la mettre sur les pommes.,A2,Roll out the dough with a rolling pin and place it on the apples.,62,0.07462686567164178,51,0.23880597014925375,0.6148160297414028,0.0,0.0
Cuire environ 30 minutes au four à 180-200°C.,A2,Bake for about 30 minutes in the oven at 180-200 ° C.,51,0.037735849056603765,25,0.5283018867924528,0.7590307288420496,0.1111111111111111,0.2
"Quand la tarte est cuite, la sortir du four et la retourner pour la servir.",A2,"When the pie is done, take it out of the oven and turn it over to serve.",69,0.07999999999999996,49,0.3466666666666667,0.6577492877492878,0.0,0.0
"La tarte Tatin est délicieuse tiède, accompagnée d’une boule de glace à la vanille ou encore d’une cuillère de crème.",A2,"The tarte Tatin is delicious warm, accompanied by a scoop of vanilla ice cream or a spoon of cream.",105,0.10256410256410253,59,0.49572649572649574,0.6864246864246865,0.05405405405405406,0.10256410256410256
"Du 17 au 18 mars, découvrez les sciences avec de jeunes Québécois !",A2,"From March 17 to 18, discover science with young Quebecers!",63,0.05970149253731338,41,0.3880597014925373,0.6707104777431111,0.045454545454545456,0.08695652173913043
La compétition « Expo-sciences » permet à des jeunes âgés de 15 à 20 ans de présenter pendant deux jours aux visiteurs un projet scientifique qui les passionne.,A2,The “Expo-sciences” competition allows young people aged 15 to 20 to present to visitors for two days a scientific project that fascinates them.,153,0.043749999999999956,112,0.30000000000000004,0.6690005946313287,0.04081632653061224,0.0784313725490196
Elle permet aussi de montrer que les sciences et les technologies sont faciles et intéressantes.,A2,It also helps to show that science and technology are easy and interesting.,93,0.03125,58,0.39583333333333337,0.6897580645161291,0.0,0.0
Rendez-vous au cégep de Drummondville pour participer à cet événement organisé chaque année par le Conseil du loisir scientifique.,A2,Meet at the Cégep de Drummondville to participate in this event organized each year by the Scientific Leisure Council.,119,0.08461538461538465,70,0.46153846153846156,0.7186923559804915,0.05555555555555555,0.10526315789473684
"Heures d’ouverture au public Samedi 17 mars, de 13h à 16h45.",A2,"Opening hours to the public Saturday March 17, 1 p.m. to 4:45 p.m.",60,0.09090909090909094,44,0.33333333333333337,0.6498590556730092,0.043478260869565216,0.08333333333333333
"Dimanche 18 mars, de 9h30 à 12h et de 13h à 14h15.",A2,"Sunday March 18, 9:30 a.m. to 12 p.m. and 1 p.m. to 2.15 p.m.",58,0.049180327868852514,46,0.24590163934426235,0.5987335261973642,0.0,0.0
Cérémonie de remise de prix le dimanche à 14h30.,A2,Prize-giving ceremony on Sunday at 2:30 p.m.,44,0.08333333333333337,39,0.1875,0.5826534576534577,0.0,0.0
"Au total, des prix d’une valeur de 20 000 $ sont à gagner !",A2,"In total, prizes worth $ 20,000 are up for grabs!",49,0.1694915254237288,36,0.38983050847457623,0.6661751230376183,0.09090909090909091,0.16666666666666666
Tu veux venir avec moi demain soir au concert du chanteur M ?,A2,Do you want to come with me tomorrow night to singer M&#39;s concert?,62,0.10144927536231885,52,0.24637681159420288,0.6365005958070653,0.0,0.0
Il me reste une place.,A2,I have one place left.,19,0.13636363636363635,14,0.36363636363636365,0.6989898989898989,0.0,0.0
Réponds-moi vite !,A2,Answer me quickly !,19,0.0,16,0.1578947368421053,0.5384990253411306,0.16666666666666666,0.2857142857142857
"Quand on est ado, on se pose des tas de questions.",A2,"When you&#39;re a teenager, you ask yourself lots of questions.",58,0.07936507936507942,36,0.4285714285714286,0.694973544973545,0.05,0.09523809523809523
"On a envie de savoir, de comprendre et de se détendre.",A2,"We want to know, understand and relax.",52,0.03703703703703709,39,0.2777777777777778,0.5936922077272955,0.0,0.0
"Tous les 15 jours, Okapi emmène les 10-15 ans à la découverte du monde et propose.",A2,"Every 15 days, Okapi takes 10-15 year olds to discover the world and offers.",78,0.04878048780487809,51,0.3780487804878049,0.6855606214864327,0.1111111111111111,0.2
Des réponses aux questions que l’on se pose sur soi et sur les autres.,A2,Answers to the questions we ask ourselves about ourselves and about others.,71,0.053333333333333344,48,0.36,0.7177443609022557,0.04,0.07692307692307693
"Dans chaque numéro, Okapi ouvre des espaces de discussion où garçons et filles échangent et se confient.",A2,"In each issue, Okapi opens discussion spaces where boys and girls exchange and confide.",100,0.038461538461538436,62,0.40384615384615385,0.741158267020336,0.06896551724137931,0.12903225806451613
"Le meilleur de l’actualité cinéma, musique, livres et jeux.",A2,"The best of cinema, music, books and games news.",55,0.06779661016949157,42,0.288135593220339,0.611346516007533,0.0,0.0
"Okapi fait partager ses coups de cœur : rencontres de stars, critiques, choix des lecteurs.",A2,"Okapi shares his favorites: meeting stars, reviews, readers&#39; choices.",82,0.09890109890109888,60,0.34065934065934067,0.822500697147003,0.09090909090909091,0.16666666666666666
"Sans oublier les incontournables rendez-vous BD, les jeux et les concours!",A2,"Not to mention the unmissable comic book events, games and contests!",71,0.04054054054054057,55,0.2567567567567568,0.6814438873262402,0.0,0.0
Visitez le site Internet du magazine.,A2,Visit the magazine&#39;s website.,31,0.16216216216216217,24,0.3513513513513513,0.6394056394056394,0.0,0.0
Bimensuel créé en 1971.,A2,Bimonthly created in 1971.,16,0.3846153846153846,11,0.5769230769230769,0.83859160163508,0.14285714285714285,0.25
Les vacances approchent et j’aimerais bien te voir !,A2,The holidays are approaching and I would like to see you!,49,0.14035087719298245,41,0.2807017543859649,0.6099897178844547,0.0,0.0
Je sais que tu ne connais pas Paris alors je te propose de venir passer quelques jours chez moi.,A2,I know you don&#39;t know Paris so I suggest you come and spend a few days with me.,88,0.08333333333333337,69,0.28125,0.6256627386739942,0.027777777777777776,0.05405405405405406
"Visite des musées, tour Eiffel, théâtres, cinés, bons restaurants.",A2,"Visit of museums, Eiffel Tower, theaters, cinemas, good restaurants.",51,0.25,28,0.5882352941176471,0.8629742806213394,0.058823529411764705,0.1111111111111111
Réponds-moi vite et fais ta réservation pour venir.,A2,Answer me quickly and make your reservation to come.,50,0.038461538461538436,35,0.32692307692307687,0.6340695252459958,0.0,0.0
Si tu veux tu peux aussi m’appeler ; je suis chez moi vers 20 h 30.,A2,If you want you can also call me; I&#39;m home around 8:30 p.m.,62,0.07462686567164178,50,0.25373134328358204,0.5408024811009886,0.0,0.0
Je t’embrasse.,A2,I kiss you.,14,0.0,12,0.1428571428571429,0.5497835497835498,0.0,0.0
Comment peut-on aimer l'école ?,A2,How can we like school?,27,0.12903225806451613,21,0.32258064516129037,0.6330937353903693,0.0,0.0
C'est la question que se pose Grégoire.,A2,This is the question that Grégoire asks himself.,47,0.02083333333333337,29,0.39583333333333337,0.6536324786324786,0.07142857142857142,0.13333333333333333
"Ou plutôt, il ne se la pose plus : il n'aime pas l'école, il la déteste.",A2,"Or rather, he no longer asks himself: he doesn&#39;t like school, he hates it.",66,0.15384615384615385,56,0.28205128205128205,0.6451566951566953,0.0,0.0
Après tout que lui offre-t-elle à part de l'ennui et une grosse boule d'angoisse au creux du ventre ?,A2,"After all, what does she offer him besides boredom and a big ball of anguish in the pit of her stomach?",94,0.08737864077669899,79,0.23300970873786409,0.6604482859289165,0.0,0.0
"Grégoire est nul à l'école, tellement nul qu'à treize ans il est toujours en sixième.",A2,"Grégoire sucks at school, so sucks that at thirteen he&#39;s still in sixth grade.",73,0.14117647058823535,60,0.2941176470588235,0.6674882147981144,0.03571428571428571,0.06896551724137931
"Pourtant, Grégoire est loin d'être un idiot, il est même plein de de talents !",A2,"However, Grégoire is far from being an idiot, he is even full of talents!",75,0.038461538461538436,41,0.47435897435897434,0.7249329753392907,0.07407407407407407,0.13793103448275862
"Ce qu'il aime par dessus tout, c'est le bricolage.",A2,What he loves above all is DIY.,49,0.020000000000000018,39,0.21999999999999997,0.5483870967741935,0.0,0.0
Il a déjà inventé une machine à enlever la peau des bananes !,A2,He has already invented a banana peel machine!,57,0.06557377049180324,43,0.29508196721311475,0.691767640769779,0.05,0.09523809523809523
"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2,"The only person who really understands him is his grandfather, with whom he spends long hours tinkering in the little house in the garden.",136,0.08724832214765099,95,0.36241610738255037,0.6936772413825926,0.0,0.0
"Pourtant, lorsque Grégoire est renvoyé du collège, le vieil homme se fâche.",A2,"However, when Gregory is expelled from college, the old man gets angry.",69,0.07999999999999996,51,0.31999999999999995,0.6905391947645468,0.0,0.0
Anna Gavalda signe ici son tout premier roman pour la jeunesse.,A2,Anna Gavalda signs here her very first novel for young people.,45,0.2857142857142857,35,0.4444444444444444,0.868020481310804,0.1,0.18181818181818182
"Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres.",A2,"A moving novel, where it is about learning to live, to find your place among others.",87,0.09375,62,0.35416666666666663,0.687566631130064,0.03125,0.06060606060606061
C'est auprès de son grand-père que Grégoire trouvera le courage de lutter pour devenir quelqu'un et grandir tout simplement.,A2,It is with his grandfather that Grégoire will find the courage to fight to become someone and simply grow up.,120,0.032258064516129004,81,0.3467741935483871,0.6622515440898712,0.05405405405405406,0.10256410256410256
"Une histoire très touchante, servie par la plume d'Anna Gavalda qui n'a pas son pareil pour dire simplement les émotions et les sentiments les plus forts.",A2,"A very touching story, served by the pen of Anna Gavalda who has no equal for simply expressing the strongest emotions and feelings.",146,0.051948051948051965,96,0.37662337662337664,0.7097763347763347,0.020833333333333332,0.04081632653061224
"Madame, Monsieur, Vous devez acheter des titres de transports (métro, bus, tramway, train) dans le cadre de vos déplacements professionnels.",A2,"Madam, Sir, You must buy transport tickets (metro, bus, tram, train) as part of your business trips.",129,0.07857142857142863,76,0.4571428571428572,0.8219967897271269,0.05714285714285714,0.10810810810810811
"Pour cela, vous pouvez utiliser le moyen de paiement que vous désirez (chèque, liquide, carte bancaire).",A2,"For that, you can use the means of payment which you wish (check, cash, bank card).",97,0.06730769230769229,61,0.41346153846153844,0.6507023208830437,0.0,0.0
